,Location,Year_Month,Deep_Drainage,E_Actual,PET_Actual,Qtot,Rainfall,Soil_M_root_zone,P_acc_3M,ENSO,IOD,SAMI,Probability_of_Drought,Longitude,Latitude
19960,Port Macquarie,2013-05,29.3037109375,69.7421875,80.7890625,87.7578125,201.796875,0.3232421875,530.3984375,-0.4,-0.426,0.88,0.0,152.9063,-31.4307
19961,Port Macquarie,2013-06,28.7666015625,55.6640625,62.984375,41.4296875,83.796875,0.3671875,406.4921875,-0.42,-0.383,0.23,0.1,152.9063,-31.4307
19962,Port Macquarie,2013-07,28.87109375,63.484375,72.6796875,30.640625,28.8984375,0.2646484375,314.4921875,-0.39,-0.083,1.17,0.0,152.9063,-31.4307
19963,Port Macquarie,2013-08,26.146484375,69.0234375,104.671875,9.1328125,11.3984375,0.140625,124.09375,-0.38,-0.082,-3.25,0.2,152.9063,-31.4307
19964,Port Macquarie,2013-09,21.7451171875,73.2421875,142.46875,6.3046875,15.0,0.095703125,55.296875,-0.18,-0.204,-2.72,0.5,152.9063,-31.4307
19965,Port Macquarie,2013-10,18.7509765625,67.453125,178.765625,2.0859375,52.0,0.12109375,78.3984375,-0.2,-0.009,-1.39,0.5,152.9063,-31.4307
19966,Port Macquarie,2013-11,16.9150390625,77.265625,170.6875,3.59375,218.203125,0.4404296875,285.203125,-0.14,0.323,1.07,0.05,152.9063,-31.4307
19967,Port Macquarie,2013-12,20.544921875,110.8515625,201.75,0.671875,23.296875,0.43359375,293.5,-0.17,0.21,0.77,0.15,152.9063,-31.4307
19968,Port Macquarie,2014-01,19.1669921875,80.1875,203.2421875,0.5703125,40.296875,0.2099609375,281.796875,-0.49,-0.036,-0.13,0.05,152.9063,-31.4307
19969,Port Macquarie,2014-02,15.6357421875,69.125,150.5390625,1.125,100.296875,0.2900390625,163.890625,-0.62,-0.009,0.36,0.1,152.9063,-31.4307
19970,Port Macquarie,2014-03,20.240234375,90.46875,140.1171875,5.1875,224.796875,0.5908203125,365.390625,-0.28,-0.051,1.34,0.0,152.9063,-31.4307
19971,Port Macquarie,2014-04,23.541015625,82.5390625,111.421875,7.2421875,61.6015625,0.494140625,386.6953125,0.08,0.017,1.18,0.25,152.9063,-31.4307
19972,Port Macquarie,2014-05,24.638671875,67.7265625,88.1015625,7.390625,26.6015625,0.27734375,313.0,0.32,-0.012,-1.62,0.5,152.9063,-31.4307
19973,Port Macquarie,2014-06,22.06640625,46.6640625,72.1640625,9.953125,21.5,0.1689453125,109.703125,0.23,0.086,-0.21,0.6,152.9063,-31.4307
19974,Port Macquarie,2014-07,20.658203125,43.421875,79.828125,9.78125,25.5,0.1259765625,73.6015625,-0.06,-0.266,0.68,0.35,152.9063,-31.4307
19975,Port Macquarie,2014-08,18.6123046875,52.8359375,94.4453125,38.8828125,161.5,0.216796875,208.5,-0.03,-0.26,1.97,0.2,152.9063,-31.4307
19976,Port Macquarie,2014-09,18.515625,78.890625,124.921875,12.5546875,35.0,0.3779296875,222.0,0.29,-0.039,-1.62,0.65,152.9063,-31.4307
19977,Port Macquarie,2014-10,18.0537109375,87.953125,179.9765625,2.046875,37.296875,0.2119140625,233.796875,0.44,0.3,1.32,0.5,152.9063,-31.4307
19978,Port Macquarie,2014-11,15.51953125,65.2109375,183.4375,0.609375,55.3984375,0.177734375,127.6953125,0.75,0.133,0.35,0.75,152.9063,-31.4307
19979,Port Macquarie,2014-12,14.6376953125,82.4765625,174.359375,1.71875,173.5,0.3173828125,266.1953125,0.71,0.116,2.45,0.5,152.9063,-31.4307
19980,Port Macquarie,2015-01,16.337890625,111.921875,187.984375,67.0390625,298.1015625,0.57421875,527.0,0.51,-0.034,1.35,0.35,152.9063,-31.4307
19981,Port Macquarie,2015-02,21.1005859375,101.875,161.1015625,24.0234375,176.1015625,0.6748046875,647.703125,0.42,-0.265,4.92,0.25,152.9063,-31.4307
19982,Port Macquarie,2015-03,29.646484375,112.40625,156.359375,18.890625,187.1015625,0.5986328125,661.3046875,0.47,-0.141,0.88,0.45,152.9063,-31.4307
19983,Port Macquarie,2015-04,31.865234375,87.546875,113.4140625,59.703125,77.5,0.5595703125,440.703125,0.7,0.067,2.03,0.4,152.9063,-31.4307
19984,Port Macquarie,2015-05,32.947265625,70.8984375,79.921875,148.4296875,253.203125,0.5751953125,517.8046875,0.92,0.32,0.41,0.5,152.9063,-31.4307
19985,Port Macquarie,2015-06,31.576171875,57.4921875,64.765625,24.3125,31.296875,0.357421875,362.0,1.18,0.41,2.41,0.45,152.9063,-31.4307
19986,Port Macquarie,2015-07,30.482421875,60.5546875,74.8125,6.6953125,8.3984375,0.1884765625,292.8984375,1.46,0.322,2.0,0.65,152.9063,-31.4307
19987,Port Macquarie,2015-08,26.9931640625,66.4453125,103.4453125,15.3515625,28.5,0.1171875,68.1953125,1.93,0.68,1.86,0.45,152.9063,-31.4307
19988,Port Macquarie,2015-09,22.7705078125,71.2578125,120.8984375,43.015625,112.0,0.162109375,148.8984375,2.21,0.4,1.91,0.45,152.9063,-31.4307
19989,Port Macquarie,2015-10,21.1181640625,99.5390625,168.4609375,16.3828125,89.796875,0.2607421875,230.296875,2.36,0.642,-0.66,0.6,152.9063,-31.4307
19990,Port Macquarie,2015-11,20.900390625,103.2890625,167.578125,11.625,176.8984375,0.5009765625,378.6953125,2.72,0.47,1.46,0.45,152.9063,-31.4307
19991,Port Macquarie,2015-12,23.724609375,115.390625,186.3046875,5.21875,178.296875,0.462890625,444.9921875,2.66,0.341,0.72,0.5,152.9063,-31.4307
19992,Port Macquarie,2016-01,28.666015625,122.9453125,181.8515625,18.875,165.8984375,0.587890625,521.09375,2.57,0.331,3.13,0.3,152.9063,-31.4307
19993,Port Macquarie,2016-02,28.5751953125,124.859375,178.390625,39.2109375,155.1015625,0.537109375,499.296875,2.26,-0.03,1.35,0.45,152.9063,-31.4307
19994,Port Macquarie,2016-03,29.7822265625,95.7890625,155.328125,7.828125,37.6015625,0.296875,358.6015625,1.62,0.091,4.36,0.45,152.9063,-31.4307
19995,Port Macquarie,2016-04,26.5537109375,75.796875,119.3828125,23.234375,105.5,0.2841796875,298.203125,0.91,0.222,1.06,0.45,152.9063,-31.4307
19996,Port Macquarie,2016-05,25.9130859375,62.65625,96.6015625,3.8125,8.296875,0.228515625,151.3984375,0.3,-0.034,-0.92,0.5,152.9063,-31.4307
19997,Port Macquarie,2016-06,24.6708984375,49.34375,73.75,74.2578125,198.203125,0.40234375,312.0,-0.03,-0.329,3.66,0.1,152.9063,-31.4307
19998,Port Macquarie,2016-07,25.9453125,59.59375,80.5390625,7.8359375,17.3984375,0.2880859375,223.8984375,-0.48,-0.661,0.81,0.05,152.9063,-31.4307
19999,Port Macquarie,2016-08,25.3056640625,76.890625,95.4296875,77.3515625,171.5,0.3408203125,387.1015625,-0.58,-0.332,-1.28,0.0,152.9063,-31.4307
20000,Port Macquarie,2016-09,23.1923828125,78.8203125,123.265625,10.078125,22.3984375,0.201171875,211.296875,-0.58,-0.331,2.46,0.0,152.9063,-31.4307
20001,Port Macquarie,2016-10,21.259765625,78.125,173.03125,7.3671875,75.6015625,0.19921875,269.5,-0.74,-0.212,-0.89,0.0,152.9063,-31.4307
20002,Port Macquarie,2016-11,18.349609375,91.8984375,216.546875,0.9296875,35.6015625,0.22265625,133.6015625,-0.76,-0.259,-3.12,0.1,152.9063,-31.4307
20003,Port Macquarie,2016-12,16.431640625,73.546875,211.4453125,0.4609375,32.6015625,0.171875,143.8046875,-0.5,-0.241,-1.52,0.1,152.9063,-31.4307
20004,Port Macquarie,2017-01,14.1513671875,76.46875,194.0,0.6953125,70.6015625,0.2041015625,138.8046875,-0.43,-0.02,-1.12,0.2,152.9063,-31.4307
20005,Port Macquarie,2017-02,11.109375,66.3984375,173.3984375,0.6484375,104.203125,0.1962890625,207.40625,-0.08,0.181,-1.09,0.2,152.9063,-31.4307
20006,Port Macquarie,2017-03,15.3525390625,74.1953125,121.1953125,220.2578125,527.0,0.712890625,701.8046875,0.03,0.457,-1.56,0.35,152.9063,-31.4307
20007,Port Macquarie,2017-04,25.068359375,74.546875,110.4140625,7.578125,59.6015625,0.658203125,690.8046875,0.22,0.574,1.65,0.45,152.9063,-31.4307
20008,Port Macquarie,2017-05,28.8017578125,66.265625,84.484375,19.3515625,65.203125,0.3994140625,651.8046875,0.37,0.616,1.82,0.4,152.9063,-31.4307
20009,Port Macquarie,2017-06,28.38671875,54.8125,61.390625,80.5546875,191.8984375,0.4228515625,316.703125,0.34,0.537,1.98,0.35,152.9063,-31.4307
20010,Port Macquarie,2017-07,29.869140625,66.3203125,77.8125,13.3515625,10.1015625,0.3037109375,267.203125,0.25,0.617,0.16,0.6,152.9063,-31.4307
20011,Port Macquarie,2017-08,27.158203125,68.8203125,104.96875,5.078125,8.703125,0.14453125,210.703125,-0.16,0.461,0.31,0.1,152.9063,-31.4307
20012,Port Macquarie,2017-09,22.8017578125,70.5859375,146.359375,2.109375,3.796875,0.091796875,22.6015625,-0.43,0.14,0.42,0.25,152.9063,-31.4307
20013,Port Macquarie,2017-10,20.3193359375,72.046875,156.5390625,11.1015625,105.703125,0.2177734375,118.203125,-0.56,0.175,-0.64,0.05,152.9063,-31.4307
20014,Port Macquarie,2017-11,18.25390625,99.0078125,180.9921875,1.5078125,78.3984375,0.298828125,187.8984375,-0.97,0.412,3.18,0.0,152.9063,-31.4307
20015,Port Macquarie,2017-12,17.2041015625,82.4296875,197.9765625,4.328125,144.5,0.2568359375,328.6015625,-0.98,0.179,1.44,0.0,152.9063,-31.4307
20016,Port Macquarie,2018-01,18.072265625,106.640625,212.7578125,1.5390625,56.0,0.4404296875,278.8984375,-0.98,-0.135,2.72,0.0,152.9063,-31.4307
20017,Port Macquarie,2018-02,16.1171875,85.9921875,163.5546875,0.8359375,77.1015625,0.30078125,277.6015625,-0.78,0.295,1.02,0.0,152.9063,-31.4307
20018,Port Macquarie,2018-03,18.3134765625,87.859375,147.25,78.0859375,325.703125,0.50390625,458.8046875,-0.8,-0.02,-0.03,0.0,152.9063,-31.4307
20019,Port Macquarie,2018-04,22.771484375,80.8359375,120.2734375,11.9375,92.796875,0.5185546875,495.6015625,-0.51,-0.008,-1.66,0.0,152.9063,-31.4307
20020,Port Macquarie,2018-05,25.71875,67.0546875,91.96875,5.4296875,15.8984375,0.39453125,434.3984375,-0.2,0.202,0.01,0.1,152.9063,-31.4307
20021,Port Macquarie,2018-06,25.06640625,53.9375,65.0625,38.9921875,110.796875,0.359375,219.4921875,0.04,0.269,-1.57,0.75,152.9063,-31.4307
20022,Port Macquarie,2018-07,25.7998046875,64.7734375,78.984375,29.6875,63.0,0.291015625,189.6953125,0.12,0.15,0.55,0.55,152.9063,-31.4307
20023,Port Macquarie,2018-08,23.681640625,60.2421875,104.5546875,2.828125,6.8984375,0.1416015625,180.6953125,0.09,0.234,-0.78,0.6,152.9063,-31.4307
20024,Port Macquarie,2018-09,20.3115234375,64.96875,129.2890625,15.5,56.0,0.15234375,125.8984375,0.47,0.71,1.83,0.3,152.9063,-31.4307
20025,Port Macquarie,2018-10,19.421875,76.5859375,146.0625,10.8046875,138.796875,0.3447265625,201.6953125,0.9,0.844,2.76,0.35,152.9063,-31.4307
20026,Port Macquarie,2018-11,19.0634765625,103.34375,182.765625,1.7890625,70.703125,0.3447265625,265.5,0.9,0.623,2.84,0.45,152.9063,-31.4307
20027,Port Macquarie,2018-12,18.5673828125,92.734375,214.4765625,0.7109375,51.203125,0.248046875,260.703125,0.89,0.379,1.44,0.45,152.9063,-31.4307
20028,Port Macquarie,2019-01,16.2109375,71.0546875,230.5859375,0.25,9.796875,0.150390625,131.703125,0.65,0.452,2.79,0.5,152.9063,-31.4307
20029,Port Macquarie,2019-02,12.2802734375,53.8828125,179.796875,0.453125,50.3984375,0.142578125,111.3984375,0.71,0.496,-1.87,0.75,152.9063,-31.4307
20030,Port Macquarie,2019-03,12.33203125,70.5,150.9921875,0.8984375,105.8984375,0.294921875,166.09375,0.81,0.325,1.47,0.6,152.9063,-31.4307
20031,Port Macquarie,2019-04,11.890625,72.3984375,121.84375,0.6171875,46.703125,0.3076171875,203.0,0.62,0.333,0.86,0.45,152.9063,-31.4307
20032,Port Macquarie,2019-05,11.96875,52.6640625,93.0546875,0.4296875,23.0,0.212890625,175.6015625,0.55,0.619,-0.11,0.45,152.9063,-31.4307
20033,Port Macquarie,2019-06,10.943359375,35.578125,70.171875,2.1640625,79.5,0.19140625,149.203125,0.45,0.719,2.21,0.35,152.9063,-31.4307
20034,Port Macquarie,2019-07,11.3662109375,48.0234375,84.1484375,1.3046875,22.703125,0.2783203125,125.203125,0.35,0.693,-2.2,0.6,152.9063,-31.4307
20035,Port Macquarie,2019-08,10.8505859375,47.46875,111.6796875,0.5078125,5.296875,0.154296875,107.5,0.04,0.548,-2.04,0.5,152.9063,-31.4307
20036,Port Macquarie,2019-09,9.3759765625,41.5078125,139.640625,0.4375,31.296875,0.1318359375,59.296875,0.03,0.999,0.81,0.3,152.9063,-31.4307
20037,Port Macquarie,2019-10,8.779296875,68.5546875,174.3671875,0.5625,56.1015625,0.2236328125,92.6953125,0.48,1.123,-1.97,0.6,152.9063,-31.4307
20038,Port Macquarie,2019-11,7.533203125,54.78125,200.3828125,0.1640625,12.203125,0.12890625,99.6015625,0.52,0.958,-4.42,0.55,152.9063,-31.4307
20039,Port Macquarie,2019-12,6.533203125,52.703125,215.75,0.21875,24.5,0.099609375,92.8046875,0.52,0.312,-1.78,0.55,152.9063,-31.4307
20040,Port Macquarie,2020-01,5.5361328125,65.1640625,213.5078125,0.703125,94.0,0.2080078125,130.703125,0.6,0.238,0.57,0.55,152.9063,-31.4307
20041,Port Macquarie,2020-02,7.3271484375,77.2890625,142.7109375,148.453125,445.296875,0.685546875,563.796875,0.37,0.134,-0.36,0.4,152.9063,-31.4307
20042,Port Macquarie,2020-03,15.2275390625,79.78125,125.140625,9.125,221.6015625,0.7275390625,760.8984375,0.48,0.119,2.05,0.45,152.9063,-31.4307
20043,Port Macquarie,2020-04,22.1962890625,79.265625,110.078125,7.21875,64.6015625,0.568359375,731.5,0.36,0.064,-1.72,0.4,152.9063,-31.4307
20044,Port Macquarie,2020-05,24.6025390625,64.875,88.203125,9.6640625,34.203125,0.3642578125,320.40625,-0.27,0.378,1.03,0.05,152.9063,-31.4307
20045,Port Macquarie,2020-06,23.52734375,55.2578125,65.3828125,39.9609375,110.5,0.3427734375,209.3046875,-0.34,0.568,1.18,0.15,152.9063,-31.4307
20046,Port Macquarie,2020-07,23.7958984375,61.6796875,72.9765625,34.0078125,79.6015625,0.25,224.3046875,-0.3,0.417,-0.97,0.15,152.9063,-31.4307
20047,Port Macquarie,2020-08,22.2802734375,69.78125,100.0703125,19.7421875,31.203125,0.203125,221.3046875,-0.59,-0.07,-2.2,0.0,152.9063,-31.4307
20048,Port Macquarie,2020-09,19.447265625,70.1640625,129.875,14.921875,42.796875,0.1650390625,153.6015625,-0.83,-0.084,-0.25,0.05,152.9063,-31.4307
20049,Port Macquarie,2020-10,17.5458984375,63.9609375,165.7109375,2.0,94.796875,0.1591796875,168.796875,-1.26,0.233,1.79,0.0,152.9063,-31.4307
20050,Port Macquarie,2020-11,15.8173828125,86.765625,191.6171875,0.8359375,19.8984375,0.2919921875,157.4921875,-1.42,0.143,1.14,0.0,152.9063,-31.4307
20051,Port Macquarie,2020-12,17.4130859375,78.2890625,152.890625,112.75,415.0,0.572265625,529.6953125,-1.15,0.1,2.28,0.0,152.9063,-31.4307
20052,Port Macquarie,2021-01,27.623046875,121.5078125,190.8125,79.546875,220.0,0.7119140625,654.8984375,-1.0,0.116,1.95,0.0,152.9063,-31.4307
20053,Port Macquarie,2021-02,27.4951171875,99.34375,136.09375,129.28125,351.703125,0.58984375,986.703125,-1.0,0.323,2.19,0.0,152.9063,-31.4307
20054,Port Macquarie,2021-03,32.9453125,108.234375,126.7265625,489.921875,572.3984375,0.7431640625,1144.101563,-0.8,0.367,-0.95,0.05,152.9063,-31.4307
20055,Port Macquarie,2021-04,31.88671875,90.78125,109.65625,96.6953125,114.1015625,0.568359375,1038.203125,-0.72,0.325,0.87,0.0,152.9063,-31.4307
20056,Port Macquarie,2021-05,32.59765625,73.375,82.9765625,38.5546875,71.796875,0.3623046875,758.296875,-0.46,0.089,0.75,0.0,152.9063,-31.4307
20057,Port Macquarie,2021-06,29.650390625,58.2265625,65.5625,38.453125,71.3984375,0.216796875,257.296875,-0.28,0.112,1.88,0.15,152.9063,-31.4307
20058,Port Macquarie,2021-07,28.0322265625,57.7890625,77.7578125,26.2265625,30.6015625,0.166015625,173.796875,-0.39,-0.132,-1.06,0.05,152.9063,-31.4307
20059,Port Macquarie,2021-08,24.841796875,61.5,100.421875,8.25,13.3984375,0.1103515625,115.3984375,-0.53,0.014,0.73,0.3,152.9063,-31.4307
20060,Port Macquarie,2021-09,20.7197265625,64.09375,133.3671875,4.40625,18.3984375,0.083984375,62.3984375,-0.55,0.048,1.68,0.25,152.9063,-31.4307
20061,Port Macquarie,2021-10,18.7275390625,76.171875,164.9140625,9.359375,122.1015625,0.263671875,153.8984375,-0.94,0.068,0.8,0.05,152.9063,-31.4307
20062,Port Macquarie,2021-11,17.9521484375,90.5859375,155.4609375,3.2890625,210.703125,0.4599609375,351.203125,-0.94,0.192,2.69,0.0,152.9063,-31.4307
20063,Port Macquarie,2021-12,24.8388671875,123.5625,186.4921875,4.203125,149.1015625,0.630859375,481.90625,-1.06,-0.05,2.74,0.0,152.9063,-31.4307
20064,Boggabilla,2000-01,0.6279296875,68.703125,229.0546875,0.0390625,41.296875,0.0869140625,123.890625,-1.77,-0.06,3.59,0.25,150.3587,-28.603
20065,Boggabilla,2000-02,0.5849609375,46.78125,202.234375,1.015625,74.5,0.1396484375,157.09375,-1.55,0.071,2.32,0.0,150.3587,-28.603
20066,Boggabilla,2000-03,0.623046875,86.0234375,166.2578125,0.6484375,102.6015625,0.185546875,218.3984375,-0.98,0.24,0.74,0.05,150.3587,-28.603
20067,Boggabilla,2000-04,0.6015625,59.984375,125.9609375,0.0546875,20.1015625,0.1240234375,197.203125,-0.87,0.217,0.97,0.0,150.3587,-28.603
20068,Boggabilla,2000-05,0.6181640625,24.90625,92.3203125,0.0234375,29.296875,0.0634765625,152.0,-0.86,0.192,1.9,0.05,150.3587,-28.603
20069,Boggabilla,2000-06,0.5947265625,25.421875,66.8046875,0.0078125,16.796875,0.0654296875,66.1953125,-0.79,0.091,-0.31,0.3,150.3587,-28.603
20070,Boggabilla,2000-07,0.6103515625,25.671875,71.8515625,0.0078125,18.6015625,0.0537109375,64.6953125,-0.67,0.174,0.52,0.3,150.3587,-28.603
20071,Boggabilla,2000-08,0.6064453125,15.4375,100.7421875,0.0078125,13.796875,0.0263671875,49.1953125,-0.49,0.243,-1.22,0.2,150.3587,-28.603
20072,Boggabilla,2000-09,0.5830078125,8.1484375,152.8515625,0.0,3.296875,0.009765625,35.6953125,-0.52,0.01,-3.2,0.65,150.3587,-28.603
20073,Boggabilla,2000-10,0.5986328125,17.5,169.546875,0.046875,46.296875,0.0537109375,63.390625,-0.7,0.017,1.21,0.4,150.3587,-28.603
20074,Boggabilla,2000-11,0.578125,81.2109375,169.25,0.25,123.5,0.2705078125,173.09375,-0.79,-0.183,-1.32,0.05,150.3587,-28.603
20075,Boggabilla,2000-12,0.5986328125,81.59375,224.890625,0.015625,29.0,0.154296875,198.796875,-0.92,-0.178,-2.05,0.05,150.3587,-28.603
20076,Boggabilla,2001-01,0.5947265625,40.6640625,248.765625,0.109375,62.703125,0.06640625,215.203125,-0.73,-0.366,1.43,0.2,150.3587,-28.603
20077,Boggabilla,2001-02,0.5390625,92.2265625,199.1796875,3.4453125,90.703125,0.357421875,182.40625,-0.63,0.063,-2.7,0.2,150.3587,-28.603
20078,Boggabilla,2001-03,0.5966796875,70.90625,177.0703125,0.0546875,66.5,0.146484375,219.90625,-0.48,0.09,-0.57,0.0,150.3587,-28.603
20079,Boggabilla,2001-04,0.57421875,36.078125,128.203125,0.0625,32.796875,0.0810546875,190.0,-0.49,0.212,3.49,0.05,150.3587,-28.603
20080,Boggabilla,2001-05,0.5908203125,48.953125,88.5625,0.0625,37.1015625,0.1494140625,136.3984375,-0.34,0.217,-1.75,0.3,150.3587,-28.603
20081,Boggabilla,2001-06,0.568359375,32.5703125,71.25,0.078125,28.703125,0.099609375,98.6015625,-0.19,0.241,-0.02,0.45,150.3587,-28.603
20082,Boggabilla,2001-07,0.583984375,17.65625,68.6328125,0.578125,86.1015625,0.099609375,151.90625,-0.04,-0.043,0.2,0.6,150.3587,-28.603
20083,Boggabilla,2001-08,0.583984375,54.6953125,98.7890625,0.0625,10.703125,0.2509765625,125.5078125,-0.05,-0.189,-0.15,0.4,150.3587,-28.603
20084,Boggabilla,2001-09,0.5625,43.3671875,133.4140625,0.0,11.5,0.095703125,108.3046875,-0.2,-0.117,1.46,0.2,150.3587,-28.603
20085,Boggabilla,2001-10,0.578125,37.921875,171.5703125,0.03125,44.703125,0.056640625,66.90625,-0.14,-0.291,1.36,0.35,150.3587,-28.603
20086,Boggabilla,2001-11,0.556640625,61.859375,187.4375,0.0703125,82.3984375,0.119140625,138.6015625,-0.37,-0.122,2.54,0.1,150.3587,-28.603
20087,Boggabilla,2001-12,0.572265625,68.6640625,240.90625,0.0234375,39.5,0.087890625,166.6015625,-0.41,0.019,1.16,0.2,150.3587,-28.603
20088,Boggabilla,2002-01,0.5693359375,20.5390625,247.109375,0.0625,25.3984375,0.03125,147.296875,-0.15,-0.077,2.22,0.35,150.3587,-28.603
20089,Boggabilla,2002-02,0.51171875,21.484375,178.59375,0.0078125,34.0,0.05859375,98.8984375,-0.04,-0.018,2.8,0.7,150.3587,-28.603
20090,Boggabilla,2002-03,0.5634765625,32.8984375,185.859375,0.5234375,89.1015625,0.0966796875,148.5,0.01,0.108,-4.42,0.6,150.3587,-28.603
20091,Boggabilla,2002-04,0.544921875,61.8046875,129.6796875,0.15625,2.6015625,0.2158203125,125.703125,0.02,-0.277,1.6,0.45,150.3587,-28.603
20092,Boggabilla,2002-05,0.560546875,16.140625,92.9765625,0.0,3.6015625,0.0615234375,95.3046875,0.31,-0.249,-1.69,0.7,150.3587,-28.603
20093,Boggabilla,2002-06,0.5390625,13.796875,71.7109375,0.0078125,14.3984375,0.0673828125,20.6015625,0.72,-0.076,-0.43,0.85,150.3587,-28.603
20094,Boggabilla,2002-07,0.5537109375,14.3359375,76.4921875,0.0078125,25.1015625,0.0390625,43.1015625,0.74,-0.164,-0.67,0.9,150.3587,-28.603
20095,Boggabilla,2002-08,0.55078125,28.9296875,105.3125,0.078125,47.8984375,0.1015625,87.3984375,0.87,-0.096,1.14,0.9,150.3587,-28.603
20096,Boggabilla,2002-09,0.5302734375,46.6015625,141.6015625,0.0078125,8.8984375,0.0849609375,81.8984375,1.09,0.392,-2.18,0.9,150.3587,-28.603
20097,Boggabilla,2002-10,0.544921875,15.265625,205.875,0.0,13.796875,0.0166015625,70.59375,1.25,0.565,-5.77,0.85,150.3587,-28.603
20098,Boggabilla,2002-11,0.5244140625,20.453125,223.3828125,0.1171875,36.203125,0.0546875,58.8984375,1.47,0.22,0.03,1.0,150.3587,-28.603
20099,Boggabilla,2002-12,0.5400390625,60.3984375,252.734375,0.3671875,93.5,0.169921875,143.5,1.37,-0.088,1.29,0.8,150.3587,-28.603
20100,Boggabilla,2003-01,0.5390625,58.671875,262.3359375,0.0078125,7.203125,0.107421875,136.90625,0.6,-0.174,-0.52,0.75,150.3587,-28.603
20101,Boggabilla,2003-02,0.484375,33.5234375,173.5546875,0.3984375,74.1015625,0.0810546875,174.8046875,0.64,0.097,-0.98,0.5,150.3587,-28.603
20102,Boggabilla,2003-03,0.5341796875,66.625,173.171875,0.0625,66.3984375,0.15625,147.703125,0.36,0.061,-0.07,0.8,150.3587,-28.603
20103,Boggabilla,2003-04,0.515625,60.9453125,118.8984375,0.34375,93.1015625,0.205078125,233.6015625,-0.14,-0.024,2.21,0.4,150.3587,-28.603
20104,Boggabilla,2003-05,0.53125,50.9140625,94.3828125,0.109375,0.796875,0.197265625,160.296875,-0.61,-0.084,1.04,0.05,150.3587,-28.603
20105,Boggabilla,2003-06,0.51171875,15.7578125,69.40625,0.0546875,27.6015625,0.12109375,121.5,-0.29,0.252,-2.52,0.4,150.3587,-28.603
20106,Boggabilla,2003-07,0.5263671875,42.296875,72.078125,0.0546875,43.1015625,0.2041015625,71.5,0.21,0.228,1.2,0.95,150.3587,-28.603
20107,Boggabilla,2003-08,0.5234375,28.0078125,97.3203125,0.0078125,17.6015625,0.130859375,88.3046875,0.26,0.22,2.33,0.55,150.3587,-28.603
20108,Boggabilla,2003-09,0.50390625,21.6171875,154.5546875,0.0,0.3984375,0.0732421875,61.1015625,0.27,0.045,-0.99,0.8,150.3587,-28.603
20109,Boggabilla,2003-10,0.5185546875,67.5078125,169.953125,0.5859375,77.796875,0.171875,95.796875,0.42,-0.084,0.12,0.9,150.3587,-28.603
20110,Boggabilla,2003-11,0.4990234375,32.796875,227.2265625,0.1015625,33.0,0.0546875,111.1953125,0.33,-0.036,-0.15,0.9,150.3587,-28.603
20111,Boggabilla,2003-12,0.515625,95.8515625,247.4140625,1.5546875,111.3984375,0.259765625,222.1953125,0.43,0.258,-0.69,0.95,150.3587,-28.603
20112,Boggabilla,2004-01,0.5185546875,99.8984375,231.1015625,1.953125,156.1015625,0.3203125,300.5,0.27,0.109,2.56,0.65,150.3587,-28.603
20113,Boggabilla,2004-02,0.490234375,108.8515625,209.78125,0.1484375,54.0,0.232421875,321.5,0.23,0.194,-3.33,0.75,150.3587,-28.603
20114,Boggabilla,2004-03,0.5234375,93.9609375,179.71875,0.8359375,96.203125,0.2216796875,306.3046875,0.12,0.177,0.74,0.9,150.3587,-28.603
20115,Boggabilla,2004-04,0.5048828125,32.9921875,128.28125,0.140625,54.3984375,0.064453125,204.6015625,0.07,-0.005,1.2,0.8,150.3587,-28.603
20116,Boggabilla,2004-05,0.51953125,49.0,87.28125,0.171875,20.6015625,0.1396484375,171.203125,0.06,-0.485,-0.15,0.8,150.3587,-28.603
20117,Boggabilla,2004-06,0.5,27.0859375,71.390625,0.0078125,5.8984375,0.0556640625,80.8984375,0.13,-0.27,1.69,0.7,150.3587,-28.603
20118,Boggabilla,2004-07,0.513671875,8.1484375,75.515625,0.015625,14.796875,0.0166015625,41.296875,0.49,-0.204,2.52,0.55,150.3587,-28.603
20119,Boggabilla,2004-08,0.5107421875,13.453125,103.1171875,0.0078125,15.1015625,0.0380859375,35.796875,0.76,-0.02,0.0,0.95,150.3587,-28.603
20120,Boggabilla,2004-09,0.4931640625,63.109375,135.484375,1.5703125,85.6015625,0.2236328125,115.5,0.81,0.0,1.77,0.7,150.3587,-28.603
20121,Boggabilla,2004-10,0.5087890625,54.5703125,189.8203125,0.015625,28.703125,0.0869140625,129.40625,0.73,0.155,-0.59,0.95,150.3587,-28.603
20122,Boggabilla,2004-11,0.490234375,69.765625,211.375,0.5546875,99.5,0.1318359375,213.8046875,0.66,-0.03,-1.18,0.8,150.3587,-28.603
20123,Boggabilla,2004-12,0.505859375,106.5703125,232.984375,0.4453125,118.796875,0.23828125,247.0,0.74,-0.063,-1.02,0.65,150.3587,-28.603
20124,Boggabilla,2005-01,0.5048828125,64.078125,236.5390625,0.0234375,24.296875,0.0947265625,242.59375,0.66,-0.058,1.07,0.8,150.3587,-28.603
20125,Boggabilla,2005-02,0.4541015625,16.515625,208.046875,0.0,5.296875,0.0205078125,148.390625,0.36,-0.48,1.59,0.75,150.3587,-28.603
20126,Boggabilla,2005-03,0.5,10.3125,183.4921875,0.0234375,28.3984375,0.025390625,57.9921875,0.45,-0.332,-0.12,0.7,150.3587,-28.603
